Name,ElectionStatus,StatusOfCandidate,SpecificParty,GeneralParty,State,Year,ElectionType,Office,IncumbencyStatus,NumberOfRecords,TotalDollars
"STEIN, JILL ELLEN& BARAKA, AJAMU",LOST-GENERAL,LOST,GREEN,THIRD-PARTY,US,2016,STANDARD,PRESIDENT / VICE PRESIDENT,OPEN,3,"$410,106"
"OSTERLOH, MARK",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,AZ,2002,STANDARD,GOVERNOR,OPEN,1,"$409,950"
"GUTIERREZ, ALFREDO",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,AZ,2002,STANDARD,GOVERNOR,OPEN,1,"$409,950"
"LINARES, ART",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,CT,2018,STANDARD,TREASURER,OPEN,1,"$409,796"
"HATFIELD, SUSAN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,CT,2018,STANDARD,ATTORNEY GENERAL,OPEN,1,"$408,630"
"STEFANOWSKI, ROBERT V (BOB)& MARKLEY, JOSEPH C (JOE)",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,CT,2018,STANDARD,GOVERNOR / LIEUTENANT GOVERNOR,OPEN,1,"$408,365"
"MATTEI, CHRISTOPHER",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,CT,2018,STANDARD,ATTORNEY GENERAL,OPEN,1,"$407,923"
"NELSON, BILL",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,FL,1998,STANDARD,TREASURER,INCUMBENT,12,"$407,242"
"STEWART, ERIN",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,CT,2018,STANDARD,LIEUTENANT GOVERNOR,OPEN,1,"$406,671"
"BYSIEWICZ, SUSAN",WON-PRIMARY,WON,DEMOCRATIC,DEMOCRATIC,CT,2018,STANDARD,LIEUTENANT GOVERNOR,OPEN,3,"$406,525"
"DIAZ JR, RUBEN",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,NY-NYC,2017,STANDARD,BOROUGH PRESIDENT DISTRICT BRONX,INCUMBENT,4,"$406,397"
"ZIMMERMAN, EVA BERMUDEZ",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,CT,2018,STANDARD,LIEUTENANT GOVERNOR,OPEN,2,"$406,275"
"BHARGAVA, DITA",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,CT,2018,STANDARD,TREASURER,OPEN,1,"$406,275"
"DOYLE, PAUL",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,CT,2018,STANDARD,ATTORNEY GENERAL,OPEN,3,"$406,225"
"TONG, WILLIAM",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,CT,2018,STANDARD,ATTORNEY GENERAL,OPEN,1,"$406,175"
"HUTCHINSON, PETER & REED, MAUREEN",LOST-GENERAL,LOST,INDEPENDENCE,THIRD-PARTY,MN,2006,STANDARD,GOVERNOR / LIEUTENANT GOVERNOR,CHALLENGER,2,"$405,992"
"BACCHIOCHI, LINDA M (PENNY)",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,CT,2014,STANDARD,LIEUTENANT GOVERNOR,OPEN,2,"$404,436"
"STEVENSON, JAYME",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,CT,2018,STANDARD,LIEUTENANT GOVERNOR,OPEN,1,"$404,150"
"THOMAS, ANDREW P",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2002,STANDARD,ATTORNEY GENERAL,OPEN,18,"$402,457"
"KLOPPENBURG, JOANNE F",LOST-GENERAL,LOST,NONPARTISAN,NONPARTISAN,WI,2011,STANDARD,SUPREME COURT-PROSSER SEAT,CHALLENGER,2,"$400,000"
"DIAZ JR, RUBEN",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,NY-NYC,2013,STANDARD,BOROUGH PRESIDENT DISTRICT BRONX,INCUMBENT,4,"$397,650"
"WOODEN, SHAWN T",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,CT,2018,STANDARD,TREASURER,OPEN,2,"$397,250"
"ROBITAILLE, JOHN F",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,RI,2010,STANDARD,GOVERNOR,OPEN,5,"$395,978"
"JOHNSON, JEFF & KUISLE, BILL",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MN,2014,STANDARD,GOVERNOR / LIEUTENANT GOVERNOR,CHALLENGER,1,"$394,233"
"BRONSON, CHARLES H",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2006,STANDARD,AGRICULTURE COMMISSIONER,INCUMBENT,14,"$393,460"
"GOODWIN, WAYNE",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,NC,2008,STANDARD,INSURANCE COMMISSIONER,OPEN,4,"$385,681"
"ODOM, JOHN H",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,NC,2008,STANDARD,INSURANCE COMMISSIONER,OPEN,4,"$382,084"
"PARKER, SARAH",WON-GENERAL,WON,NONPARTISAN,NONPARTISAN,NC,2006,STANDARD,SUPREME COURT-CHIEF JUSTICE,INCUMBENT,11,"$378,648"
"GARCIA, GERRY",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,CT,2010,STANDARD,SECRETARY OF STATE,OPEN,1,"$374,950"
"JARJURA, MICHAEL J",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,CT,2010,STANDARD,COMPTROLLER,OPEN,1,"$374,000"
"GLASSMAN, MARY MESSINA",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,CT,2010,STANDARD,LIEUTENANT GOVERNOR,OPEN,2,"$372,812"
"LOUGHRY, ALLEN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,WV,2012,STANDARD,SUPREME COURT-DAVIS SEAT & OPEN SEAT,CHALLENGER,2,"$363,705"
"SCHUETTE, WILLIAM D (BILL)& POSTHUMUS-LYONS, LISA",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2018,STANDARD,GOVERNOR / LIEUTENANT GOVERNOR,OPEN,3,"$354,394"
"BREWER, JAN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,AZ,2002,STANDARD,SECRETARY OF STATE,OPEN,7,"$348,501"
"HORNER, TOM & MULDER, JAMES A",LOST-GENERAL,LOST,INDEPENDENCE,THIRD-PARTY,MN,2010,STANDARD,GOVERNOR / LIEUTENANT GOVERNOR,OPEN,1,"$346,368"
"HOLWAY, JIM",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,AZ,2014,STANDARD,CORPORATION COMMISSIONER,OPEN,3,"$341,670"
"KENNEDY, SANDRA",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,AZ,2014,STANDARD,CORPORATION COMMISSIONER,OPEN,3,"$341,670"
"BURT, LOCKE",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,FL,2002,STANDARD,ATTORNEY GENERAL,OPEN,6,"$335,373"
"BENSON, ANNA HOLLIDAY",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,FL,2010,STANDARD,ATTORNEY GENERAL,OPEN,7,"$328,172"
"BONDI, PAMELA J",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2014,STANDARD,ATTORNEY GENERAL,INCUMBENT,15,"$328,016"
"VENTURA, JESSE& SHUNK, MAE",WON-GENERAL,WON,REFORM,THIRD-PARTY,MN,1998,STANDARD,GOVERNOR / LIEUTENANT GOVERNOR,OPEN,1,"$326,821"
"PATRONIS JR, JIMMY THEO",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,CHIEF FINANCIAL OFFICER,INCUMBENT,13,"$324,279"
"MCCLURE, MARIAN A",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2008,STANDARD,CORPORATION COMMISSIONER,OPEN,9,"$323,389"
"KOTTKAMP, JEFFREY D",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,FL,2010,STANDARD,ATTORNEY GENERAL,OPEN,5,"$322,495"
"WONG, BARRY",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2008,STANDARD,CORPORATION COMMISSIONER,OPEN,7,"$322,043"
"STUMP, BOB",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,AZ,2008,STANDARD,CORPORATION COMMISSIONER,OPEN,8,"$321,207"
"GALLAGHER, TOM",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,1998,STANDARD,COMMISSIONER OF EDUCATION,OPEN,13,"$318,193"
"LIBBY, JAMES DELMAS",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2002,STANDARD,GOVERNOR,OPEN,3,"$314,067"
"BERWICK, DONALD M",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,MA,2014,STANDARD,GOVERNOR,OPEN,1,"$308,976"
"BUTTERWORTH, BOB",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,FL,1998,STANDARD,ATTORNEY GENERAL,INCUMBENT,13,"$308,951"
"MADALENO JR, RICHARD STUART (RICH) & JENKINS, LUWANDA",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,MD,2018,STANDARD,GOVERNOR / LIEUTENANT GOVERNOR,OPEN,3,"$308,749"
"GONZALEZ, JAY & PALFREY, QUENTIN",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,MA,2018,STANDARD,GOVERNOR / LIEUTENANT GOVERNOR,CHALLENGER,2,"$302,564"
"SHAW, SEAN MICHAEL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,ATTORNEY GENERAL,OPEN,13,"$302,525"
"COSGROVE, JOHN F",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2000,STANDARD,TREASURER,OPEN,13,"$301,543"
"MERRITT, LESLIE",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,NC,2008,STANDARD,AUDITOR,INCUMBENT,2,"$300,000"
"ATKINSON, JUNE ST CLAIR",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,NC,2008,STANDARD,SUPERINTENDENT OF PUBLIC INSTRUCTION,INCUMBENT,2,"$300,000"
"PROSSER JR, DAVID T",WON-GENERAL,WON,NONPARTISAN,NONPARTISAN,WI,2011,STANDARD,SUPREME COURT-PROSSER SEAT,INCUMBENT,1,"$300,000"
"PENNY, TIMOTHY J (TIM)& ROBERTSON, MARTHA R",LOST-PRIMARY,LOST,INDEPENDENT,THIRD-PARTY,MN,2002,STANDARD,GOVERNOR / LIEUTENANT GOVERNOR,OPEN,2,"$298,563"
"IRELAND, TIM",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,FL,1998,STANDARD,TREASURER,CHALLENGER,11,"$296,823"
"ALMONTE, ERNEST A",LOST-GENERAL,LOST,INDEPENDENT,THIRD-PARTY,RI,2014,STANDARD,TREASURER,OPEN,4,"$281,500"
"MCKEE, DANIEL J (DAN)",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,RI,2014,STANDARD,LIEUTENANT GOVERNOR,OPEN,7,"$281,476"
"GORBEA, NELLIE M",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,RI,2014,STANDARD,SECRETARY OF STATE,OPEN,2,"$281,466"
"CRAWFORD, BOB",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,FL,1998,STANDARD,AGRICULTURE COMMISSIONER,INCUMBENT,11,"$281,220"
"MADDOX, SCOTT",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2010,STANDARD,AGRICULTURE COMMISSIONER,OPEN,11,"$280,869"
"WARNER, TOM",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,FL,2002,STANDARD,ATTORNEY GENERAL,OPEN,5,"$278,657"
"AVELLA, TONY",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,NY-NYC,2013,STANDARD,BOROUGH PRESIDENT DISTRICT QUEENS,OPEN,1,"$274,620"
"COX, MICHAEL A",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,MI,2010,STANDARD,GOVERNOR,OPEN,6,"$274,593"
"RITTER, ELIZABETH (BETSY)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,CT,2014,STANDARD,SENATE DISTRICT 020,OPEN,3,"$273,200"
"TAYLOR, CATHERINE TERRY",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,RI,2014,STANDARD,LIEUTENANT GOVERNOR,OPEN,8,"$272,311"
"KENNEDY, SANDRA",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,AZ,2018,STANDARD,CORPORATION COMMISSIONER,CHALLENGER,3,"$271,670"
"HOFFMAN, KATHY",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,AZ,2018,STANDARD,SUPERINTENDENT OF PUBLIC INSTRUCTION,OPEN,3,"$271,625"
"SEARS, KIANA MARIA",PENDING-GENERAL,PENDING,DEMOCRATIC,DEMOCRATIC,AZ,2018,STANDARD,CORPORATION COMMISSIONER,CHALLENGER,3,"$271,546"
"MANOIL, MARK",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,AZ,2018,STANDARD,TREASURER,OPEN,3,"$270,874"
"DUDLEY, FRED",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,FL,1998,STANDARD,ATTORNEY GENERAL,OPEN,6,"$268,690"
"JOHNSON, RANDY",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,FL,2006,STANDARD,CHIEF FINANCIAL OFFICER,OPEN,6,"$267,293"
"GRIMSLEY, DENISE",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,AGRICULTURE COMMISSIONER,OPEN,5,"$264,885"
"CALLEY, BRIAN NELSON",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,MI,2018,STANDARD,GOVERNOR,OPEN,2,"$264,858"
"KILMARTIN, PETER F",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,RI,2010,STANDARD,ATTORNEY GENERAL,OPEN,3,"$264,281"
"MOLLIS, A RALPH",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,RI,2010,STANDARD,SECRETARY OF STATE,INCUMBENT,2,"$262,750"
"WALLACE, PETER RUDY",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,1998,STANDARD,COMMISSIONER OF EDUCATION,OPEN,9,"$262,678"
"POLLINA, ANTHONY",LOST-GENERAL,LOST,PROGRESSIVE,THIRD-PARTY,VT,2000,STANDARD,GOVERNOR,CHALLENGER,2,"$261,238"
"CHABIN, TOM",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,AZ,2016,STANDARD,CORPORATION COMMISSIONER,CHALLENGER,2,"$256,778"
"MUNDELL, WILLIAM (BILL)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,AZ,2016,STANDARD,CORPORATION COMMISSIONER,CHALLENGER,2,"$256,778"
"SHELDON, GEORGE",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2014,STANDARD,ATTORNEY GENERAL,CHALLENGER,12,"$256,698"
"CAMPBELL JR, WALTER G (SKIP)",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2006,STANDARD,ATTORNEY GENERAL,OPEN,9,"$254,587"
"EDMUNDS JR, ROBERT H (BOB)",WON-GENERAL,WON,NONPARTISAN,NONPARTISAN,NC,2008,STANDARD,SUPREME COURT-EDMUNDS SEAT,INCUMBENT,6,"$251,711"
"RICH, NAN H",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,FL,2014,STANDARD,GOVERNOR,OPEN,4,"$250,414"
"KELTY, KARA",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,AZ,2008,STANDARD,CORPORATION COMMISSIONER,OPEN,6,"$247,764"
"JACKSON, BARBARA",WON-GENERAL,WON,NONPARTISAN,NONPARTISAN,NC,2010,STANDARD,SUPREME COURT-OPEN SEAT,OPEN,2,"$247,703"
"ROBERTS, ELIZABETH H",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,RI,2006,STANDARD,LIEUTENANT GOVERNOR,OPEN,2,"$245,000"
"MOLLIS, A RALPH",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,RI,2006,STANDARD,SECRETARY OF STATE,OPEN,2,"$245,000"
"DOUGLAS, DIANE M",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,AZ,2014,STANDARD,SUPERINTENDENT OF PUBLIC INSTRUCTION,OPEN,2,"$244,050"
"FORESE, TOM",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,AZ,2014,STANDARD,CORPORATION COMMISSIONER,OPEN,2,"$244,050"
"LITTLE, DOUGLAS B",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,AZ,2014,STANDARD,CORPORATION COMMISSIONER,OPEN,2,"$244,050"
"ERVIN IV, SAMUEL JAMES",LOST-GENERAL,LOST,NONPARTISAN,NONPARTISAN,NC,2012,STANDARD,SUPREME COURT-NEWBY SEAT,CHALLENGER,1,"$240,100"
"NEWBY, PAUL MARTIN",WON-GENERAL,WON,NONPARTISAN,NONPARTISAN,NC,2012,STANDARD,SUPREME COURT-NEWBY SEAT,INCUMBENT,1,"$240,100"
"MONTGOMERY, BILL",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2006,STANDARD,ATTORNEY GENERAL,CHALLENGER,3,"$239,856"
"PENTEL, KEN & GILMAN, RHODA",LOST-GENERAL,LOST,GREEN,THIRD-PARTY,MN,2002,STANDARD,GOVERNOR / LIEUTENANT GOVERNOR,OPEN,1,"$239,776"
"MILLS, S PETER",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2006,STANDARD,GOVERNOR,OPEN,3,"$239,264"
"GODDARD, TERRY",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2006,STANDARD,ATTORNEY GENERAL,INCUMBENT,3,"$238,467"
"MADDOX, SCOTT",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,FL,2002,STANDARD,ATTORNEY GENERAL,OPEN,5,"$238,379"
"TORRES, ISRAEL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,AZ,2006,STANDARD,SECRETARY OF STATE,CHALLENGER,3,"$237,779"
"CUMMISKEY, CHRISTOPHER",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,AZ,2002,STANDARD,SECRETARY OF STATE,OPEN,3,"$236,361"
"REYNOLDS, SUZANNE",LOST-GENERAL,LOST,NONPARTISAN,NONPARTISAN,NC,2008,STANDARD,SUPREME COURT-EDMUNDS SEAT,CHALLENGER,3,"$235,862"
"KIERNAN, KERRY C",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,NM,2014,STANDARD,APPELLATE COURT-HANISEE SEAT,CHALLENGER,3,"$235,018"
"BUSCHING, MARCIA",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,AZ,2012,STANDARD,CORPORATION COMMISSIONER,CHALLENGER,2,"$229,685"
"NEWMAN, PAUL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,AZ,2012,STANDARD,CORPORATION COMMISSIONER,INCUMBENT,2,"$229,685"
"HUPPENTHAL, JOHN F",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,AZ,2010,STANDARD,SUPERINTENDENT OF PUBLIC INSTRUCTION,OPEN,3,"$229,679"
"KENNEDY, SANDRA",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,AZ,2012,STANDARD,CORPORATION COMMISSIONER,INCUMBENT,4,"$229,645"
"BURNS, BRENDA",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,AZ,2010,STANDARD,CORPORATION COMMISSIONER,CHALLENGER,2,"$229,113"
"PIERCE, GARY",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,AZ,2010,STANDARD,CORPORATION COMMISSIONER,INCUMBENT,2,"$229,113"
"HODGSON, DAWSON TUCKER",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,RI,2014,STANDARD,ATTORNEY GENERAL,CHALLENGER,5,"$229,075"
"BRADLEY, DAVID THOMAS",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,AZ,2010,STANDARD,CORPORATION COMMISSIONER,CHALLENGER,3,"$228,711"
"MEDINA, JACQUELINE R",PENDING-GENERAL,PENDING,DEMOCRATIC,DEMOCRATIC,NM,2018,STANDARD,APPELLATE COURT-BOHNHOFF SEAT,OPEN,4,"$222,477"
"DUFFY, MEGAN P",PENDING-GENERAL,PENDING,DEMOCRATIC,DEMOCRATIC,NM,2018,STANDARD,APPELLATE COURT-GALLEGOS SEAT,CHALLENGER,4,"$222,453"
"ESCOFFERY-BEY, MARK",LOST-GENERAL,LOST,INDEPENDENCE,THIRD-PARTY,NY-NYC,2013,STANDARD,BOROUGH PRESIDENT DISTRICT BRONX,CHALLENGER,5,"$222,408"
"BOGARDUS, KRISTINA",PENDING-GENERAL,PENDING,DEMOCRATIC,DEMOCRATIC,NM,2018,STANDARD,APPELLATE COURT-FRENCH SEAT,CHALLENGER,3,"$222,406"
"ZAMORA, BRIANA H",PENDING-GENERAL,PENDING,DEMOCRATIC,DEMOCRATIC,NM,2018,STANDARD,APPELLATE COURT-KIEHNE SEAT,OPEN,3,"$222,398"
"GIEVERS, KAREN",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,1998,STANDARD,SECRETARY OF STATE,OPEN,13,"$220,809"
"STUMP, BOB",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,AZ,2012,STANDARD,CORPORATION COMMISSIONER,INCUMBENT,3,"$220,068"
"BITTER-SMITH, SUSAN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,AZ,2012,STANDARD,CORPORATION COMMISSIONER,CHALLENGER,4,"$220,046"
"BURNS, ROBERT (BOB)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,AZ,2012,STANDARD,CORPORATION COMMISSIONER,CHALLENGER,4,"$219,909"
"HANISEE, J MILES",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,NM,2014,STANDARD,APPELLATE COURT-HANISEE SEAT,INCUMBENT,2,"$219,716"
"VIGIL, MICHAEL E",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,NM,2016,STANDARD,SUPREME COURT-NAKAMURA SEAT,CHALLENGER,3,"$218,741"
"VARGAS, JULIE JEANENE",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,NM,2016,STANDARD,APPELLATE COURT-OPEN SEAT,OPEN,5,"$218,355"
"TAYLOR, CATHERINE TERRY",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,RI,2010,STANDARD,SECRETARY OF STATE,CHALLENGER,8,"$218,088"
"BREWER, JAN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,AZ,2006,STANDARD,SECRETARY OF STATE,INCUMBENT,4,"$217,795"
"BUMP, SUZANNE M",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MA,2010,STANDARD,AUDITOR,OPEN,4,"$215,809"
"GODDARD, TERRY",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2002,STANDARD,ATTORNEY GENERAL,OPEN,2,"$215,770"
"ODDO, JAMES S",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,NY-NYC,2017,STANDARD,BOROUGH PRESIDENT DISTRICT RICHMOND,INCUMBENT,2,"$215,737"
"ATKINSON, JUNE ST CLAIR",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,NC,2012,STANDARD,SUPERINTENDENT OF PUBLIC INSTRUCTION,INCUMBENT,2,"$214,440"
"WOOD, BETH ANN",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,NC,2012,STANDARD,AUDITOR,INCUMBENT,2,"$214,440"
"SHELDON, GEORGE H",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2000,STANDARD,COMMISSIONER OF EDUCATION,OPEN,7,"$213,427"
"ARNOLD, J KEITH",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,FL,1998,STANDARD,COMMISSIONER OF EDUCATION,OPEN,6,"$211,630"
"LITTLE, CHRISTOPHER H",LOST-GENERAL,LOST,MODERATE,THIRD-PARTY,RI,2010,STANDARD,ATTORNEY GENERAL,OPEN,7,"$211,302"
"CALABRIA, ANN MARIE",LOST-GENERAL,LOST,NONPARTISAN,NONPARTISAN,NC,2006,STANDARD,SUPREME COURT-OPEN SEAT,OPEN,1,"$211,050"
"LEVINSON, ERIC LEE",LOST-GENERAL,LOST,NONPARTISAN,NONPARTISAN,NC,2006,STANDARD,SUPREME COURT-TIMMONS-GOODSON SEAT,CHALLENGER,1,"$211,050"
"HUDSON, ROBIN E",WON-GENERAL,WON,NONPARTISAN,NONPARTISAN,NC,2006,STANDARD,SUPREME COURT-OPEN SEAT,OPEN,1,"$211,050"
"TIMMONS-GOODSON, PATRICIA",WON-GENERAL,WON,NONPARTISAN,NONPARTISAN,NC,2006,STANDARD,SUPREME COURT-TIMMONS-GOODSON SEAT,INCUMBENT,1,"$211,050"
"HANISEE, J MILES",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,NM,2012,STANDARD,APPELLATE COURT-HANISEE SEAT,INCUMBENT,2,"$210,162"
"CONNAUGHTON, MARY ZARRILLI",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MA,2010,STANDARD,AUDITOR,OPEN,4,"$209,457"
"BREWER, GALE A",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,NY-NYC,2017,STANDARD,BOROUGH PRESIDENT DISTRICT NEW YORK,INCUMBENT,2,"$209,334"
"GALLEGOS, DANIEL JOSE",PENDING-GENERAL,PENDING,REPUBLICAN,REPUBLICAN,NM,2018,STANDARD,APPELLATE COURT-GALLEGOS SEAT,INCUMBENT,4,"$208,421"
"BOHNOFF, HANK",PENDING-GENERAL,PENDING,REPUBLICAN,REPUBLICAN,NM,2018,STANDARD,APPELLATE COURT-BOHNHOFF SEAT,OPEN,4,"$208,321"
"MURPHY, STEPHEN J",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,MA,2010,STANDARD,TREASURER,OPEN,4,"$207,647"
"KIEHNE, EMIL",PENDING-GENERAL,PENDING,DEMOCRATIC,DEMOCRATIC,NM,2018,STANDARD,APPELLATE COURT-KIEHNE SEAT,OPEN,4,"$207,557"
"MILLIGAN, BOB",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,1998,STANDARD,COMPTROLLER,INCUMBENT,11,"$206,922"
"CENTRACCIO, REGINALD A",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,RI,2006,STANDARD,LIEUTENANT GOVERNOR,OPEN,4,"$206,080"
"FRENCH, STEPHEN G",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,NM,2016,STANDARD,APPELLATE COURT-OPEN SEAT,OPEN,3,"$205,210"
"NAKAMURA, JUDITH K",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,NM,2016,STANDARD,SUPREME COURT-NAKAMURA SEAT,INCUMBENT,3,"$205,150"
"FRENCH, STEPHEN G",PENDING-GENERAL,PENDING,REPUBLICAN,REPUBLICAN,NM,2018,STANDARD,APPELLATE COURT-FRENCH SEAT,INCUMBENT,4,"$204,754"
